job_id,title,company,location,description,requirements,industry
EV-066,"EV Motor Manufacturing Engineer","ElectraSpin Motors","Greenville, SC","ElectraSpin Motors is scaling up production of our high-efficiency EV motors and needs a Manufacturing Engineer to design and optimize our motor assembly processes. You will be responsible for process development, workstation design, assembly tooling specification, and production line balancing. SOLIDWORKS and AutoCAD are used for workstation and fixture design. GD&T is critical for defining process capabilities on motor critical dimensions including air gap, concentricity, and bearing fits. You will develop PFMEA documents, create control plans, and implement SPC on critical-to-quality dimensions. DFM/DFA feedback to the design team improves manufacturability of new motor variants. Lean manufacturing principles including 5S, standard work, and continuous improvement guide your daily activities. Understanding of electric motor construction (stator winding, rotor assembly, magnet insertion) provides the domain context for effective process design. Familiarity with IATF 16949 quality requirements is needed as we prepare for automotive OEM quality audits. ERP system (SAP) management of BOMs and routings is part of the role. Greenville is a beautiful city with low cost of living and a strong manufacturing talent pool.","- BS in Mechanical, Manufacturing, or Industrial Engineering\n- 3-6 years of manufacturing engineering experience\n- Proficiency in SOLIDWORKS and AutoCAD\n- Strong GD&T knowledge for process capability\n- PFMEA and control plan development experience\n- SPC implementation and monitoring\n- DFM/DFA skills\n- Lean manufacturing experience (5S, standard work, kaizen)\n- IATF 16949 familiarity\n- ERP system experience (SAP)\n- Understanding of electric motor assembly processes",EV/Automotive
EV-067,"Mechanical Design Engineer - EV Truck Platform","TruckVolt Automotive","Dearborn, MI","TruckVolt Automotive is developing a full-size electric pickup truck and we need Mechanical Design Engineers for our body and frame team. You will design frame rails, cross members, bumper beams, and towing hardware for a body-on-frame EV truck architecture. This is a unique challenge because EV truck frames must support enormous battery mass while maintaining towing and payload capability. SOLIDWORKS is used for detailed component design, and CATIA V5 for vehicle-level integration with our OEM partner's data. FEA using ANSYS validates structural adequacy under towing, off-road, and crash load cases. GD&T on frame components follows tight welding and fabrication tolerances. DFM for stamped, hydroformed, and roll-formed steel frame members is essential. You will contribute to DFMEA and APQP deliverables for program milestones. Structural analysis of bolted and welded joints is a daily activity. Understanding of regenerative braking loads on the frame structure during towing is needed. MATLAB supports load analysis and data processing. Lightweight optimization balances mass reduction with the structural demands of a truck platform. Dearborn is truck country, and this is your chance to help define the electric future of America's favorite vehicle segment.","- BS in Mechanical Engineering\n- 5-8 years of frame or structural design experience in automotive\n- Proficiency in SOLIDWORKS and CATIA V5\n- FEA in ANSYS for structural analysis\n- Strong GD&T knowledge\n- DFM for stamped and formed steel components\n- DFMEA and APQP experience\n- Structural analysis of welded and bolted joints\n- Understanding of regenerative braking structural loads\n- MATLAB for load analysis\n- Lightweight optimization experience",EV/Automotive
EV-068,"EV Charging Cable Design Engineer","FlexConnect Cable Co.","Toledo, OH","FlexConnect Cable Co. manufactures high-voltage charging cables and connectors for the EV industry. We are hiring a Design Engineer to develop charging cables, plug assemblies, and cable management systems. You will design connectors and overmolded cable terminations in SOLIDWORKS, perform thermal analysis to ensure cables do not exceed temperature ratings during high-current charging sessions, and apply GD&T to connector interface drawings that must mate with industry-standard inlets. DFM for injection molding of connector housings and overmolding processes is core to the role. FEA validates connector retention under cable pull loads and vibration cycling. Tolerance stack-up analysis ensures reliable electrical contact in the connector interface. You will also support DFMEA activities and work within our IATF 16949 quality system. Understanding of high-voltage safety standards for EV charging equipment is essential. AutoCAD is used for cable routing installation drawings. Fusion 360 supports rapid concept modeling for new connector designs. Our Toledo facility has a full cable testing lab with high-current test benches and environmental chambers. Competitive salary with excellent manufacturing-sector benefits.","- BS in Mechanical Engineering\n- 3-5 years of connector, cable, or electromechanical product design experience\n- Proficiency in SOLIDWORKS and Fusion 360\n- DFM expertise for injection molding and overmolding\n- GD&T skills for connector interface tolerancing\n- Thermal analysis for high-current applications\n- FEA for structural validation\n- Tolerance stack-up analysis\n- AutoCAD skills\n- DFMEA experience\n- IATF 16949 quality system knowledge",EV/Automotive
EV-069,"Senior Mechanical Design Engineer - EV Inverter","SiCPower Drives","San Jose, CA","SiCPower Drives is a leader in silicon carbide power electronics for electric vehicles. We are seeking a Senior Mechanical Design Engineer to lead the mechanical packaging of our next-generation 800V traction inverter. You will own the complete mechanical design including housing, busbar, capacitor mounting, gate driver board support, and coolant manifold integration. SOLIDWORKS is our primary CAD platform, with Creo used for data exchange with specific OEM customers. FEA in ANSYS validates designs for vibration, shock, and thermal cycling per AEC-Q200 and OEM-specific qualification standards. GD&T on the inverter housing requires precision tolerancing of coolant seal faces, power module mounting surfaces, and connector ports. Thermal analysis of the complete inverter assembly is essential because SiC devices operate at higher junction temperatures than IGBT predecessors. DFM for die casting, CNC machining, and brazing processes guides your design choices. Tolerance stack-up analysis ensures proper busbar contact pressure and coolant channel sealing. Python automates routine design checks and generates parametric performance sweeps. DFMEA leadership is expected at the senior level. Our San Jose team is small but has shipped over 500,000 inverters. This is a chance to shape the next half million.","- BS or MS in Mechanical Engineering\n- 7+ years of power electronics mechanical packaging experience\n- Expert proficiency in SOLIDWORKS; Creo experience a plus\n- FEA in ANSYS for vibration, thermal, and structural analysis\n- Strong GD&T knowledge\n- Thermal analysis expertise for power electronics\n- DFM for die casting, CNC machining, and brazing\n- Tolerance stack-up analysis skills\n- Python scripting for design automation\n- DFMEA leadership experience\n- Understanding of CAN bus for inverter diagnostics",EV/Automotive
EV-070,"Mechanical Engineer - EV Bus Platform","TransitVolt Corporation","Chattanooga, TN","TransitVolt Corporation is electrifying public transit. Our Chattanooga engineering center is developing a 40-foot battery electric bus and needs a Mechanical Engineer for the body structure team. You will design floor panels, roof structure, side wall frames, and structural mounting for HVAC and battery systems. This is commercial vehicle engineering, meaning different regulations, heavier loads, and longer service life expectations than passenger cars. SOLIDWORKS is our CAD platform. FEA using ANSYS validates structural performance under transit-specific load cases including passenger loading, pothole impact, and bus jack events. GD&T on fabricated steel and aluminum body structures must account for welding distortion and assembly sequence. DFM for welded fabrications, including access for robotic welding, is essential. MATLAB supports structural load analysis from fleet telemetry data. Understanding of BMS integration is helpful for coordinating battery mounting structures. Familiarity with FTA (Federal Transit Administration) Buy America requirements and APTA standards is a plus. We offer competitive compensation, full benefits, and the satisfaction of helping cities move to zero-emission transit. Chattanooga was the first city in the U.S. to offer free electric bus service, and TransitVolt is proud to be part of that legacy.","- BS in Mechanical Engineering\n- 3-7 years of structural design experience, commercial vehicle preferred\n- Proficiency in SOLIDWORKS\n- FEA in ANSYS for structural analysis\n- GD&T for welded fabrication assemblies\n- DFM for welded steel and aluminum structures\n- MATLAB for load data analysis\n- Understanding of BMS and battery mounting\n- Knowledge of transit vehicle regulations is a plus\n- Technical writing for design documentation\n- Structural analysis fundamentals",EV/Automotive
EV-071,"Application Engineer - FEA Software","SimTech Solutions","Detroit, MI","SimTech Solutions develops FEA and simulation software for the automotive industry. We are hiring an Application Engineer to support our EV-focused customers in applying our structural, thermal, and CFD simulation tools effectively. This is a customer-facing technical role where you will conduct training sessions, troubleshoot simulation models, and develop best-practice guidelines for EV-specific analysis challenges. You need deep expertise in Finite Element Analysis methodology, including meshing strategies, solver selection, and results interpretation. SOLIDWORKS and CATIA proficiency ensures you can work with customer geometry natively. MATLAB and Python scripting helps you build custom post-processing utilities for customers. Understanding of GD&T connects your simulation recommendations to real manufacturing constraints. Experience with structural analysis, thermal analysis, fatigue analysis, and vibration analysis across a broad range of automotive components makes you versatile enough to support diverse customer needs. ANSYS familiarity is needed since many customers benchmark against it. Technical writing skills produce clear documentation and application notes. This role requires up to 25% travel to customer sites. Detroit-based with excellent compensation and professional development opportunities. If you love FEA and love teaching, this combines both.","- MS in Mechanical Engineering\n- 5+ years of FEA simulation experience in automotive\n- Deep knowledge of Finite Element Analysis methods\n- Proficiency in SOLIDWORKS and CATIA\n- Experience with ANSYS and other commercial FEA tools\n- MATLAB and Python scripting skills\n- Understanding of GD&T\n- Expertise across structural analysis, thermal analysis, fatigue analysis, and vibration analysis\n- Strong technical writing for documentation and training materials\n- Customer-facing communication and presentation skills\n- Willingness to travel up to 25%",EV/Automotive
EV-072,"Mechanical Engineer - EV Safety Systems","ShieldTech Automotive","Detroit, MI","ShieldTech Automotive develops passive safety systems for electric vehicles, including airbag modules, seatbelt pretensioners, and pedestrian protection systems. We need a Mechanical Engineer who can design safety-critical mechanical components and integrate them into EV vehicle architectures. These are products where failure is not an option, and every design decision must be supported by rigorous analysis and testing. You will work in SOLIDWORKS for component design and CATIA for vehicle-level integration with OEM models. FEA using LS-DYNA and ANSYS validates deployment kinematics and structural performance. GD&T on safety components follows the strictest tolerancing standards in the automotive industry. DFMEA is not just a checkbox activity here but a living document that drives design decisions. DFM for stamped metal, plastic injection molding, and pyrotechnic initiator assembly guides your designs. Understanding of Lean Six Sigma helps maintain our zero-defect manufacturing philosophy. Knowledge of IATF 16949 and APQP is required. Our safety simulation team uses C++ for custom deployment models, and familiarity with this language helps you interact with them effectively. Detroit is the home of automotive safety innovation, and ShieldTech is at the forefront. Strong benefits including industry-leading 401(k) match.","- BS or MS in Mechanical Engineering\n- 5-8 years of automotive safety system design experience\n- Proficiency in SOLIDWORKS and CATIA\n- FEA expertise in LS-DYNA and ANSYS\n- Strong GD&T knowledge\n- DFMEA leadership for safety-critical components\n- DFM for stamping, injection molding, and specialty assemblies\n- Lean Six Sigma experience\n- IATF 16949 and APQP knowledge\n- C++ familiarity is a plus\n- Uncompromising commitment to product safety",EV/Automotive
EV-073,"EV Skateboard Mechanical Technician / Junior Engineer","FrameForge EV","Austin, TX","FrameForge EV is looking for a Mechanical Technician or Junior Engineer to support our skateboard platform build and test operations. This is an ideal role for someone who loves hands-on work and wants to grow into a full engineering role. You will assemble prototype skateboard platforms, perform dimensional checks using GD&T-based inspection methods, and assist design engineers with SOLIDWORKS modeling tasks. We will train you on our FEA and testing tools. You will help set up and run structural tests, manage test data in MATLAB, and maintain our prototype parts inventory. Understanding of DFM helps you provide practical feedback on part designs from a build perspective. Experience with CNC machining or machine shop work is highly valued since our prototype shop produces many custom components in-house. We offer a structured mentoring program and tuition assistance for engineers pursuing their degree or FE exam certification. Austin is a great city for young professionals, and FrameForge has a supportive team culture. Starting salary is competitive for the role level, with clear paths for advancement.","- Associate's degree in Mechanical Engineering Technology or equivalent; BS in progress preferred\n- 1-3 years of mechanical technician or hands-on engineering experience\n- Basic SOLIDWORKS skills\n- Understanding of GD&T for inspection purposes\n- CNC machining or machine shop experience valued\n- MATLAB basics or willingness to learn\n- Interest in FEA and simulation tools\n- Understanding of DFM concepts\n- Preparing for FE exam encouraged\n- Strong hands-on mechanical aptitude\n- Team-oriented with good communication skills",EV/Automotive
EV-074,"Mechanical Design Engineer - EV Conversion Kits","RetroVolt Engineering","Nashville, TN","RetroVolt Engineering converts classic vehicles to electric power. We are looking for a Mechanical Design Engineer to develop bolt-on EV conversion kits for popular classic car platforms. This is a dream job for someone who loves both vintage cars and electric technology. You will design motor mounts, battery tray systems, adapter plates, and cooling system components in SOLIDWORKS. Every design must fit within the constraints of an existing vehicle body and frame, which means creative packaging and thorough dimensional surveys. AutoCAD is used for installation instruction drawings that must be clear enough for a skilled home mechanic to follow. GD&T ensures our manufactured kits are consistent and interchangeable. FEA validates structural adequacy of mounting systems under driving loads. DFM for CNC machined and welded fabrication drives cost-effective kit design. Understanding of BMS integration is needed since each kit includes a complete battery management system. MATLAB helps with vehicle-level performance modeling for range and acceleration predictions. Knowledge of CAN bus is useful for dashboard gauge integration features. Our Nashville shop is full of beautiful cars in various stages of electrification. If you want to preserve automotive heritage while embracing the electric future, RetroVolt is the place.","- BS in Mechanical Engineering\n- 2-5 years of product or automotive design experience\n- Proficiency in SOLIDWORKS\n- AutoCAD for installation documentation\n- GD&T skills\n- FEA for structural validation\n- DFM for CNC machining and welded fabrication\n- Understanding of BMS integration\n- MATLAB for vehicle modeling\n- CAN bus familiarity for gauge integration\n- Passion for classic cars and EV technology\n- Technical writing for installation instructions",EV/Automotive
EV-075,"Principal Engineer - EV Thermal Safety","NovaBattery Corp","Fremont, CA","NovaBattery Corp is seeking a Principal Engineer to lead our Thermal Safety team and define the thermal abuse protection strategy across all battery products. This is our highest individual contributor technical role, reporting directly to the CTO. You will be responsible for thermal runaway detection algorithms integrated into the BMS, cell-level thermal propagation modeling, pack-level safety vent and fire suppression design, and thermal barrier material selection. ANSYS is your primary simulation platform for both FEA and CFD analysis of thermal events. MATLAB/Simulink models feed real-time thermal estimation algorithms into our BMS firmware. You will publish internal safety standards and lead DFMEA reviews for all thermal safety-critical components. SOLIDWORKS is used for detailed design review and approval of barrier and vent assemblies. GD&T ensures proper fit of safety-critical sealing and barrier interfaces. Python and machine learning techniques are being explored for predictive thermal event detection from fleet BMS data. C++ exposure helps you interface with BMS firmware engineers. Structural analysis of pressure containment features under thermal event loading is within scope. This role shapes the fundamental safety posture of our products. Fremont-based, with compensation reflecting the seniority and impact of the position. Strong technical writing and a publication record in battery safety are valued.","- PhD or MS in Mechanical Engineering with 10+ years of battery thermal safety experience\n- Expert in ANSYS for FEA, CFD, and thermal analysis\n- Strong MATLAB/Simulink skills for BMS thermal algorithm development\n- Proficiency in SOLIDWORKS\n- GD&T for safety-critical assemblies\n- DFMEA leadership for thermal safety systems\n- Python and machine learning for predictive analytics\n- C++ exposure for firmware interface\n- Structural analysis for pressure containment\n- Deep knowledge of BMS thermal management\n- Strong technical writing and industry publication history\n- Recognized expertise in battery thermal runaway mitigation",EV/Automotive
